16040556120160426  11282ALE     128G      36.00     5.00   174.78 7166.00    0.00          
16040559120160426  10642ALE     128G      24.00     3.00   186.26 5029.00    0.00          
16040559120160426  10642Z-CN    115G      12.00     1.00   281.31 3657.00    0.00          
16040560120160426  20840ALE     128G     120.00    12.00   190.4825143.00    0.00          
16040560120160426  20840Z-CN    115G      36.00     3.00   281.3110971.00    0.00          
16040586120160426  20490Z-CN    115G      12.00     1.00   267.23 3474.00    0.00          
